candidate_id,recruiter_notes,note_theme,note_signal,hired
1,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
2,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
3,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
4,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
5,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
6,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
7,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
8,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
9,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
10,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
11,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
12,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
13,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
14,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
15,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
16,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
17,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
18,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
19,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
20,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
21,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
22,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
23,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,True
24,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
25,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
26,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
27,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
28,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
29,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
30,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
31,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
32,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
33,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
34,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
35,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
36,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
37,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
38,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
39,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
40,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
41,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
42,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
43,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
44,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
45,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
46,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,True
47,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
48,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
49,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
50,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
51,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
52,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
53,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
54,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
55,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
56,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,True
57,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
58,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
59,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
60,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
61,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
62,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
63,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
64,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
65,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
66,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
67,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
68,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
69,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
70,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
71,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
72,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
73,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
74,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
75,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
76,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
77,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
78,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
79,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
80,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
81,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
82,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
83,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
84,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
85,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
86,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
87,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,True
88,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
89,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
90,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
91,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
92,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
93,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
94,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
95,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
96,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
97,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
98,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
99,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
100,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
101,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
102,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
103,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
104,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
105,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
106,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
107,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
108,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
109,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
110,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
111,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
112,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
113,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
114,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
115,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
116,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
117,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
118,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
119,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
120,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
121,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
122,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
123,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
124,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
125,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
126,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,True
127,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
128,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
129,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
130,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
131,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
132,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
133,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
134,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
135,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
136,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
137,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
138,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
139,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
140,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
141,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
142,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
143,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
144,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
145,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
146,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
147,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
148,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
149,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
150,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
151,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
152,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
153,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
154,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
155,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
156,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
157,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
158,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
159,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
160,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
161,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
162,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
163,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
164,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
165,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
166,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
167,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
168,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
169,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
170,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
171,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
172,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
173,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
174,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
175,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
176,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
177,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
178,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
179,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
180,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
181,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
182,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
183,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
184,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
185,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
186,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
187,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
188,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
189,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
190,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
191,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
192,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
193,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
194,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
195,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
196,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
197,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
198,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
199,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
200,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
201,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
202,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
203,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
204,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
205,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
206,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
207,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
208,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
209,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
210,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
211,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,True
212,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
213,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
214,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
215,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
216,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
217,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
218,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
219,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
220,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
221,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
222,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
223,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
224,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
225,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
226,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
227,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
228,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
229,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,True
230,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
231,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
232,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
233,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
234,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
235,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
236,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
237,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,True
238,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
239,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
240,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
241,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
242,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
243,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
244,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
245,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
246,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
247,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
248,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
249,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
250,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
251,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
252,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
253,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
254,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
255,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
256,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
257,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
258,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
259,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
260,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
261,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
262,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
263,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
264,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
265,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
266,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,True
267,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
268,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
269,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
270,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
271,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
272,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
273,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
274,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
275,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
276,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
277,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
278,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
279,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
280,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
281,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
282,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
283,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
284,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
285,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
286,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
287,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
288,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
289,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
290,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
291,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
292,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
293,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
294,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
295,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
296,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
297,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
298,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
299,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
300,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
