candidate_id,recruiter_notes,note_theme,note_signal,hired
301,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
302,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
303,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
304,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
305,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
306,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
307,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
308,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
309,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
310,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
311,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
312,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
313,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
314,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
315,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
316,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
317,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
318,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
319,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
320,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
321,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
322,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
323,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
324,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
325,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
326,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
327,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
328,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
329,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
330,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
331,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
332,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
333,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
334,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
335,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
336,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
337,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
338,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
339,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
340,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
341,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
342,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
343,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
344,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
345,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
346,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
347,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
348,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
349,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,True
350,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
351,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
352,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
353,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
354,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
355,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
356,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
357,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
358,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
359,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
360,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
361,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
362,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
363,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
364,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
365,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
366,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
367,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
368,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
369,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
370,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
371,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
372,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
373,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
374,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
375,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
376,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
377,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
378,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
379,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,True
380,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
381,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
382,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
383,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
384,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
385,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
386,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
387,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
388,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
389,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
390,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
391,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
392,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
393,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
394,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
395,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
396,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
397,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
398,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
399,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
400,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
401,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
402,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
403,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
404,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
405,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
406,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
407,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
408,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
409,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
410,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
411,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
412,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
413,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
414,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
415,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
416,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
417,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
418,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
419,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
420,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
421,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
422,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
423,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
424,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
425,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
426,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
427,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
428,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
429,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
430,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
431,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
432,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
433,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
434,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
435,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
436,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
437,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
438,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
439,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
440,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
441,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
442,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
443,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
444,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
445,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
446,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
447,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
448,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
449,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
450,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
451,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,True
452,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
453,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
454,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
455,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
456,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
457,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
458,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,True
459,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
460,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
461,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
462,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,True
463,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
464,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
465,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
466,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
467,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
468,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
469,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
470,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
471,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
472,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
473,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
474,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
475,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
476,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
477,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
478,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
479,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
480,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
481,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
482,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
483,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
484,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
485,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
486,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
487,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
488,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
489,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
490,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
491,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
492,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
493,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
494,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
495,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
496,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
497,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
498,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
499,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
500,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
501,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
502,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,True
503,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
504,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
505,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
506,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
507,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
508,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
509,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
510,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
511,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
512,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
513,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
514,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
515,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
516,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,True
517,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
518,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
519,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
520,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
521,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
522,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
523,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
524,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
525,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
526,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
527,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
528,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
529,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
530,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
531,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
532,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
533,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
534,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
535,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
536,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
537,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
538,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
539,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
540,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
541,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
542,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
543,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
544,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
545,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
546,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
547,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
548,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
549,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
550,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
551,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
552,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
553,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
554,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,True
555,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
556,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
557,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
558,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
559,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
560,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
561,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
562,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
563,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
564,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
565,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
566,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
567,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
568,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
569,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
570,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
571,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
572,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,True
573,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,True
574,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
575,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
576,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
577,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
578,"Experiência sólida, mas expectativa salarial alta.",Atrito - Expectativa salarial,mixed,False
579,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
580,Feedback positivo do gestor.,Positivo - Endosso do gestor,positive,False
581,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
582,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
583,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
584,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
585,Perfil técnico acima da média.,Positivo - Forca tecnica,positive,False
586,Bom potencial de evolução.,Positivo - Potencial de crescimento,positive,False
587,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
588,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
589,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
590,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,False
591,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
592,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
593,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
594,Demonstrou interesse claro na oportunidade.,Positivo - Engajamento,positive,False
595,Boa comunicação e resposta rápida.,Positivo - Comunicacao/responsividade,positive,False
596,Pontos fortes em execução e autonomia.,Positivo - Perfil comportamental,positive,True
597,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
598,Pediu prazo adicional para retorno.,Risco - Indecisao/Timing,risk,False
599,Apresentou aderência forte ao contexto da vaga.,Positivo - Fit com a vaga,positive,False
600,Baixa responsividade nas etapas iniciais.,Risco - Engajamento,risk,False
601,Perfil com forte aderência e processo acelerado.,Positivo - Fit forte + processo acelerado,positive,True
